id,keywords,title,generos_concatenados,concat_kw_genres
86822,philosophy evolution cosmology science,Voyage of Time: Life's Journey,Documentary Drama,philosophy evolution cosmology science Documentary Drama
241999,holiday christmas,A Star for Christmas,Comedy Drama Romance TV Movie,holiday christmas Comedy Drama Romance TV Movie
313369,jazz dance passion musical casting los angeles pianist theater movie set actress,La La Land,Comedy Drama Music Romance,jazz dance passion musical casting los angeles pianist theater movie set actress Comedy Drama Music Romance
407806,suicide prison cocaine slavery politics crack murder conspiracy race illegal drugs woman director american history statistics,13th,Documentary,suicide prison cocaine slavery politics crack murder conspiracy race illegal drugs woman director american history statistics Documentary
53216,photographer camera wheelchair tourist love mother daughter relationship fired from the job marquee taking a picture compliment,Validation,Comedy Romance,photographer camera wheelchair tourist love mother daughter relationship fired from the job marquee taking a picture compliment Comedy Romance
40470,tom and jerry,Flirty Birdy,Animation,tom and jerry Animation
145316,flying animation car talking car air show short pixar animation,Air Mater,Animation Family,flying animation car talking car air show short pixar animation Animation Family
334517,based on novel conflict united nations congo katanga conflict,The Siege of Jadotville,War Drama Thriller,based on novel conflict united nations congo katanga conflict War Drama Thriller
377154,gay homophobia bullying homosexuality gay relationship in the closet gay son gay man homophobe lgbt lgbt teen homophobic,Being 17,Drama,gay homophobia bullying homosexuality gay relationship in the closet gay son gay man homophobe lgbt lgbt teen homophobic Drama
300672,violence fall in love punk rocker loner run rebellious,Vincent N Roxxy,Drama Crime Thriller,violence fall in love punk rocker loner run rebellious Drama Crime Thriller
379779,based on comic gift computer games mother son relationship short,The Present,Animation Comedy,based on comic gift computer games mother son relationship short Animation Comedy
404459,death in family estranged couple road movie flashback,Road to Yesterday,Drama Romance,death in family estranged couple road movie flashback Drama Romance
292834,marriage proposal seattle politician wedding fund raiser,Brother Nature,Comedy,marriage proposal seattle politician wedding fund raiser Comedy
375315,rape attack apartment,The Salesman,Drama Thriller,rape attack apartment Drama Thriller
294651,scam extramarital affair embezzlement,Pale Moon,Crime Drama,scam extramarital affair embezzlement Crime Drama
70554,relationship problems independent film sailor,Adopt a Sailor,Comedy Drama Romance,relationship problems independent film sailor Comedy Drama Romance
355111,princess barbie doll,Barbie in Rock 'N Royals,Animation Music Family,princess barbie doll Animation Music Family
377897,spy gymnastics sister sister relationship barbie friendship stealing animation high tech 3d,Barbie: Spy Squad,Action Animation Family,spy gymnastics sister sister relationship barbie friendship stealing animation high tech 3d Action Animation Family
116327,monster,How to Make a Monster,Horror Science Fiction,monster Horror Science Fiction
84711,mad doctor ape paula dupree,Jungle Captive,Horror,mad doctor ape paula dupree Horror
403429,lottery roadmovie,Two Lottery Tickets,Comedy,lottery roadmovie Comedy
223680,couples therapy friends independent film camp woman director,Love Building,Comedy Drama,couples therapy friends independent film camp woman director Comedy Drama
369885,spy world war ii nazis french love north africa 1940s french woman,Allied,Action Drama War Romance Thriller,spy world war ii nazis french love north africa 1940s french woman Action Drama War Romance Thriller
340103,mother monster rain daughter forest alcoholism car accident thunderstorm,The Monster,Drama Horror,mother monster rain daughter forest alcoholism car accident thunderstorm Drama Horror
241763,skateboarding,Skateboard,Comedy Action,skateboarding Comedy Action
12631,boat male friendship man-woman relation rhine lake constance,Drei Mann in einem Boot,Comedy,boat male friendship man-woman relation rhine lake constance Comedy
50855,short,Angora Love,Comedy,short Comedy
55602,electric chair trustee tabloid reporter,Buried Alive,Crime Drama Romance,electric chair trustee tabloid reporter Crime Drama Romance
76533,slapstick,By the Sea,Comedy Romance,slapstick Comedy Romance
36542,gay infidelity artist lgbt bisexual man aspiring actor friendship between men,Mr. Right,Comedy Drama Romance,gay infidelity artist lgbt bisexual man aspiring actor friendship between men Comedy Drama Romance
262848,ball sequel sphere the tall man,Phantasm: Ravager,Science Fiction Fantasy Horror,ball sequel sphere the tall man Science Fiction Fantasy Horror
102242,singing,Something to Sing About,Music Drama,singing Music Drama
97784,stone age post-apocalyptic cavemen,Teenage Cave Man,Adventure Science Fiction,stone age post-apocalyptic cavemen Adventure Science Fiction
158811,heiress bohemian greenwich village,Wise Girl,Comedy,heiress bohemian greenwich village Comedy
283521,depression murder coming of age crime,Falsely Accused,Crime Mystery Thriller,depression murder coming of age crime Crime Mystery Thriller
415766,divorce dog pets,Who Gets the Dog?,Comedy Romance,divorce dog pets Comedy Romance
20784,animal species natural history biology evolution science darwin natural selection fossil,Charles Darwin and the Tree of Life,Documentary,animal species natural history biology evolution science darwin natural selection fossil Documentary
194757,from rags to riches,The Sidelong Glances of a Pigeon Kicker,Comedy,from rags to riches Comedy
142918,children prostitution parent,Woman of Tokyo,Drama,children prostitution parent Drama
126820,history,Baseball,Documentary,history Documentary
394822,london england riot independent film cross dressing rock band singer-songwriter the clash accident football ticket,London Town,Drama Music,london england riot independent film cross dressing rock band singer-songwriter the clash accident football ticket Drama Music
54418,london england female nudity beatnik stripper mods rocker exploitation film swinging 60s mondo,Primitive London,Documentary,london england female nudity beatnik stripper mods rocker exploitation film swinging 60s mondo Documentary
15282,england bird rural setting storm,The Hide,Horror Thriller,england bird rural setting storm Horror Thriller
97716,seduction french revolution duel silent film king louis xvi aristocracy,Scaramouche,Adventure Drama,seduction french revolution duel silent film king louis xvi aristocracy Adventure Drama
411736,dc comics superhero super powers,Batman: Return of the Caped Crusaders,Action Animation Comedy,dc comics superhero super powers Action Animation Comedy
324560,reverend,Brimstone,Mystery Thriller Western,reverend Mystery Thriller Western
35826,witch beach cat magic vegetarian tiger sorcery role reversal step mother fall from height beautiful woman dysfunctional family rescue spell private investigator scam hair allergy chain smoking fictional game show miniaturization dog,Wicked Stepmother,Comedy Fantasy Horror Science Fiction,witch beach cat magic vegetarian tiger sorcery role reversal step mother fall from height beautiful woman dysfunctional family rescue spell private investigator scam hair allergy chain smoking fictional game show miniaturization dog Comedy Fantasy Horror Science Fiction
149213,detective theatre director murder woman director,Murder in a Small Town,Mystery,detective theatre director murder woman director Mystery
207932,italy based on novel europe amnesia book sequel murder religion symbology,Inferno,Thriller,italy based on novel europe amnesia book sequel murder religion symbology Thriller
331313,suburb,Keeping Up with the Joneses,Action Comedy,suburb Action Comedy
335796,supernatural prequel possession ouija board spirit ghost aftercreditsstinger 1960s,Ouija: Origin of Evil,Horror Thriller,supernatural prequel possession ouija board spirit ghost aftercreditsstinger 1960s Horror Thriller
119914,shakespeare based on play or musical,Titus Andronicus,Drama,shakespeare based on play or musical Drama
381040,brother brother relationship sibling rivalry blind woman director,My Blind Brother,Comedy Drama Romance,brother brother relationship sibling rivalry blind woman director Comedy Drama Romance
18739,england viking war battlefield bully school battle hardware store goth girls,Faintheart,Romance Comedy,england viking war battlefield bully school battle hardware store goth girls Romance Comedy
418772,miniseries,Crisis in Six Scenes,Comedy,miniseries Comedy
410126,anthology psychiatrist mental patient,Patient Seven,Thriller Horror,anthology psychiatrist mental patient Thriller Horror
364410,based on novel dystopia dictatorship danger family woman director,The White King,Drama Science Fiction,based on novel dystopia dictatorship danger family woman director Drama Science Fiction
21194,woman director,Casi Divas,Comedy,woman director Comedy
136799,based on toy troll,Trolls,Adventure Animation Family,based on toy troll Adventure Animation Family
376389,fireworks portrait of an artist,Sky Ladder: The Art of Cai Guo-Qiang,Documentary,fireworks portrait of an artist Documentary
27476,sorority succubus seance,Nightmare Sisters,Horror Comedy,sorority succubus seance Horror Comedy
300424,dc comics superhero based on comic super powers lego,LEGO DC Comics Super Heroes: Batman: Be-Leaguered,Action Adventure Animation Family,dc comics superhero based on comic super powers lego Action Adventure Animation Family
